title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
"Cần bán gấp căn nhà liên ấp 2-6, vĩnh lộc A, Bình",Binh Chanh,71 m² - 3 PN,71 m²,3 PN,71,"2,55 tỷ",2.55,4,2550,"$111,842",35.92,$1.58,thanh pho ho chi minh,vietnam
Căn Hộ Saigon Intela 3PN,Binh Chanh,78 m² - 3 PN,78 m²,3 PN,78,"2,25 tỷ",2.25,4,2250,"$98,684",28.85,$1.27,thanh pho ho chi minh,vietnam
Bán căn hộ LOVERA VISTA,Binh Chanh,82 m² - 3 PN,82 m²,3 PN,82,"2,8 tỷ",2.8,3,2800,"$122,807",34.15,$1.50,thanh pho ho chi minh,vietnam
CĂN HỘ TIỆN ÍCH ĐẲNG CẤP NHẤT KHU TÂY SÀI GÒN,Binh Chanh,83 m² - 3 PN,83 m²,3 PN,83,2 tỷ,2,2,2000,"$87,719",24.1,$1.06,thanh pho ho chi minh,vietnam
"Chỉ 760 Triệu sở Hữu Căn 3PN, Tặng Gói Nội Thất CC",Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,799 triệu,799,4,799,"$35,044",9.4,$0.41,thanh pho ho chi minh,vietnam
Sở Hữu CH 3PN FULL nội thất cao cấp cạnh AEON LS0%,Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,945 triệu,945,4,945,"$41,447",11.12,$0.49,thanh pho ho chi minh,vietnam
Chung Cư An Gia West Gate 85m² 3PN Tặng  Nội Thất,Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,950 triệu,950,4,950,"$41,667",11.18,$0.49,thanh pho ho chi minh,vietnam
"Căn hộ sân tennis trên cao, trung tâm Tây Sài Gòn",Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,980 triệu,980,4,980,"$42,982",11.53,$0.51,thanh pho ho chi minh,vietnam
"Căn hộ khu Tây, an ninh 3 lớp, độc quyền Sài Gòn",Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,"1,2 tỷ",1.2,3,1200,"$52,632",14.12,$0.62,thanh pho ho chi minh,vietnam
Sở hữu nhà tháp 3 cánh độc nhất Sài Gòn,Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,"1,05 tỷ",1.5,3,1500,"$65,789",17.65,$0.77,thanh pho ho chi minh,vietnam
"CĂN HỘ LIỀN KỀ Q. 7, BX MIỀN TÂY - TRẢ GÓP 0%",Binh Chanh,85 m² - 3 PN,85 m²,3 PN,85,"2,824574 tỷ",2.824,5,2824,"$123,860",33.22,$1.46,thanh pho ho chi minh,vietnam
Nhà 1 trệt 2 lầu sau chợ Bình Chánh 700m,Binh Chanh,90 m² - 3 PN,90 m²,3 PN,90,"1,8 tỷ",1.8,3,1800,"$78,947",20,$0.88,thanh pho ho chi minh,vietnam
"Ban CH Happy City 3PN - 100.5m² full NT giá rẻ,đẹp",Binh Chanh,100.5 m² - 3 PN,100.5 m²,3 PN,101,"2,28 tỷ",2.28,4,2280,"$100,000",22.69,$1.00,thanh pho ho chi minh,vietnam
Căn hộ chung cư Conic Skyway 105m2 full nội thất,Binh Chanh,105 m² - 3 PN,105 m²,3 PN,105,"2,4 tỷ",2.4,3,2400,"$105,263",22.86,$1.00,thanh pho ho chi minh,vietnam
Căn hộ TRONG MƠ cho cả gia đình 3PN 113m2,Binh Chanh,113 m² - 3 PN,113 m²,3 PN,113,"4,407 tỷ",4.407,5,4407,"$193,289",39,$1.71,thanh pho ho chi minh,vietnam
Penthouse Conic Đông Nam Á 160m² 3 PN,Binh Chanh,160 m² - 3 PN,160 m²,3 PN,160,"2,95 tỷ",2.95,4,2950,"$129,386",18.44,$0.81,thanh pho ho chi minh,vietnam
Bất động sản TP.HCM thổ cư sổ hồng riêng từng lô,Cu Chi,80 m² - 3 PN,80 m²,3 PN,80,"1,45 tỷ",1.45,4,1450,"$63,596",18.13,$0.79,thanh pho ho chi minh,vietnam
Bán căn hộ Phúc An -Lầu 3 căn góc,Hoc Mon,33 m² - 1 PN,33 m²,1 PN,33,460 triệu,460,4,460,"$20,175",13.94,$0.61,thanh pho ho chi minh,vietnam
CHUNG CƯ DT 35M2 CUỐI ĐƯỜNG NGUYỄN VĂN BỨA,Hoc Mon,35 m² - 1 PN,35 m²,1 PN,35,340 triệu,340,4,340,"$14,912",9.71,$0.43,thanh pho ho chi minh,vietnam
Căn hộ mi ni Phúc An,Hoc Mon,40 m² - 1 PN,40 m²,1 PN,40,450 triệu,450,4,450,"$19,737",11.25,$0.49,thanh pho ho chi minh,vietnam
Căn hộ Hóc Môn 220tr nội thất như hình ở liền,Hoc Mon,42 m² - 1 PN,42 m²,1 PN,42,220 triệu,220,4,220,"$9,649",5.24,$0.23,thanh pho ho chi minh,vietnam
Còn 2 căn hộ  chỉ 252tr 48m2 cuối nguyễn văn bứa,Hoc Mon,48 m² - 1 PN,48 m²,1 PN,48,252 triệu,252,4,252,"$11,053",5.25,$0.23,thanh pho ho chi minh,vietnam
CHỈ 700TR THANH TOÁN ANH/CHỊ ĐÃ SỞ HỮU TỔ ẤM TP,Hoc Mon,50 m² - 2 PN,50 m²,2 PN,50,700 triệu,700,4,700,"$30,702",14,$0.61,thanh pho ho chi minh,vietnam
Bạn cần nhà ở ngay với giá 1 tỷ trung tâm Hóc Môn,Hoc Mon,50 m² - 2 PN,50 m²,2 PN,50,1 tỷ,1,2,1000,"$43,860",20,$0.88,thanh pho ho chi minh,vietnam
Bán nhà SHR(6x18) gần ngã tư Hóc Môn,Hoc Mon,108 m² - 2 PN,108 m²,2 PN,108,"2,7 tỷ",2.7,3,2700,"$118,421",25,$1.10,thanh pho ho chi minh,vietnam
Chung cư HQC Hóc Môn 78m² 3PN 1.63T,Hoc Mon,78 m² - 3 PN,78 m²,3 PN,78,"1,63 tỷ",1.63,4,1630,"$71,491",20.9,$0.92,thanh pho ho chi minh,vietnam
Siêu phẩm Celesta heights 10 suất nội bộ từ CĐT,Nha Be,50 m² - 1 PN,50 m²,1 PN,50,"2,3 tỷ",2.3,3,2300,"$100,877",46,$2.02,thanh pho ho chi minh,vietnam
MỞ BÁN ĐỢT MỘT CĂN HỘ CAO CẤP TẠI KHU NAM SÀI GÒN,Nha Be,50 m² - 1 PN,50 m²,1 PN,50,"2,6 tỷ",2.6,3,2600,"$114,035",52,$2.28,thanh pho ho chi minh,vietnam
"Căn hộ nghỉ dưỡng ven sông 2PN, trả trước 500 tr",Nha Be,50 m² - 2 PN,50 m²,2 PN,50,500 triệu,500,4,500,"$21,930",10,$0.44,thanh pho ho chi minh,vietnam
Ket tiền bán gấp 2PN view hồ bơi giá 1.78 tỷ !,Nha Be,58 m² - 2 PN,58 m²,2 PN,58,"1,78 tỷ",1.78,4,1780,"$78,070",30.69,$1.35,thanh pho ho chi minh,vietnam
Căn hộ cao cấp 2PN giáp Phú Mỹ Hưng giá rẻ,Nha Be,60 m² - 2 PN,60 m²,2 PN,60,2 tỷ,2,2,2000,"$87,719",33.33,$1.46,thanh pho ho chi minh,vietnam
Chung cư The Park Residence 62m² 2PN,Nha Be,62 m² - 2 PN,62 m²,2 PN,62,"1,8 tỷ",1.8,3,1800,"$78,947",29.03,$1.27,thanh pho ho chi minh,vietnam
PKD BÁN THE PARK GIÁ TỐT MÙA DỊCH,Nha Be,62 m² - 2 PN,62 m²,2 PN,62,"1,9 tỷ",1.9,3,1900,"$83,333",30.65,$1.34,thanh pho ho chi minh,vietnam
Nhà hẻm 65m2 khu dân cư,Nha Be,65 m² - 2 PN,65 m²,2 PN,65,"1,2 tỷ",1.2,3,1200,"$52,632",18.46,$0.81,thanh pho ho chi minh,vietnam
Chung cư Nha Be 61m² 2PN.2VS,Nha Be,67 m² - 2 PN,67 m²,2 PN,67,"1,1 tỷ",1.1,3,1100,"$48,246",16.42,$0.72,thanh pho ho chi minh,vietnam
Bán Chung cư Anh Tuấn Apartment 65m² 2 PN,Nha Be,67 m² - 2 PN,67 m²,2 PN,67,"1,2 tỷ",1.2,3,1200,"$52,632",17.91,$0.79,thanh pho ho chi minh,vietnam
"Bán Gấp CH Sunrise Riverside 2PN 2WC giá 2,8tỷ",Nha Be,70 m² - 2 PN,70 m²,2 PN,70,"2,8 tỷ",2.8,3,2800,"$122,807",40,$1.75,thanh pho ho chi minh,vietnam
Căn hộ Sunrise riverside Novaland 70m2 view sông,Nha Be,70 m² - 2 PN,70 m²,2 PN,70,"2,9 tỷ",2.9,3,2900,"$127,193",41.43,$1.82,thanh pho ho chi minh,vietnam
Căn hộ Sunrise Riverside 70m² 2PN2WC Ng Hữu Thọ Q7,Nha Be,70 m² - 2 PN,70 m²,2 PN,70,"3,3 tỷ",3.3,3,3300,"$144,737",47.14,$2.07,thanh pho ho chi minh,vietnam
"Cc SunriseRiverside 70m² 2 PN,có sẵn hđ thuê...",Nha Be,70 m² - 2 PN,70 m²,2 PN,70,"3,4 tỷ",3.4,3,3400,"$149,123",48.57,$2.13,thanh pho ho chi minh,vietnam
Sunrise Riverside full nội thất tầng cao view sông,Nha Be,70 m² - 2 PN,70 m²,2 PN,70,"3,55 tỷ",3.55,4,3550,"$155,702",50.71,$2.22,thanh pho ho chi minh,vietnam
CH cao cấp Sunrise Riverside 70m² 2PN full NT,Nha Be,71 m² - 2 PN,71 m²,2 PN,71,"2,88 tỷ",2.88,4,2880,"$126,316",40.56,$1.78,thanh pho ho chi minh,vietnam
Bán căn hộ Saigon South 71m2 2PN nội thất cao cấp,Nha Be,71 m² - 2 PN,71 m²,2 PN,71,"3,5 tỷ",3.5,3,3500,"$153,509",49.3,$2.16,thanh pho ho chi minh,vietnam
72m² Đã có sổ - Giá 1.750 tỷ - Vay được tất cả NH,Nha Be,72 m² - 2 PN,72 m²,2 PN,72,"1,75 tỷ",1.75,4,1750,"$76,754",24.31,$1.07,thanh pho ho chi minh,vietnam
"Bán CH 75m2 giá 1,780 tỷ Full nội thất - ĐÃ CÓ SỔ",Nha Be,72 m² - 2 PN,72 m²,2 PN,72,"1,78 tỷ",1.78,4,1780,"$78,070",24.72,$1.08,thanh pho ho chi minh,vietnam
Căn hộ The Park Residence 73m² 2PN - có ban công,Nha Be,73 m² - 2 PN,73 m²,2 PN,73,"2,05 tỷ",2.5,3,2500,"$109,649",34.25,$1.50,thanh pho ho chi minh,vietnam
"Căn hộ dịch vụ, mini Nha Be 73m² 2 PN",Nha Be,73 m² - 2 PN,73 m²,2 PN,73,"3,5 tỷ",3.5,3,3500,"$153,509",47.95,$2.10,thanh pho ho chi minh,vietnam
"Căn 75m2, 1.650 tỷ, bao thuế phí, hướng ĐB mát mẻ",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,65 tỷ",1.65,4,1650,"$72,368",22,$0.96,thanh pho ho chi minh,vietnam
"Bán gấp 2PN,2WC giá 1,650 tỷ bao hết - SHR lâu dài",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,65 tỷ",1.65,4,1650,"$72,368",22,$0.96,thanh pho ho chi minh,vietnam
"Căn hộ ĐÃ CÓ SỔ, 75m2 bao thuế phí, NH cho vay 70%",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,75 tỷ",1.75,4,1750,"$76,754",23.33,$1.02,thanh pho ho chi minh,vietnam
"Căn 75m2 ĐÃ NHẬN SỔ, giá 1.750 tỷ, có thương lượng",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,75 tỷ",1.75,4,1750,"$76,754",23.33,$1.02,thanh pho ho chi minh,vietnam
"Kẹt tiền bán gấp 1,760 tỷ Full NT - ĐÃ CÓ SỔ -75M2",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,76 tỷ",1.76,4,1760,"$77,193",23.47,$1.03,thanh pho ho chi minh,vietnam
"Mới có sổ 75m² 2PN, tặng nội thất, vay đến 1.2 tỷ",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,78 tỷ",1.78,4,1780,"$78,070",23.73,$1.04,thanh pho ho chi minh,vietnam
"Đã nhận sổ, căn 75m² có nội thất, giá 1.78 tỷ",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,78 tỷ",1.78,4,1780,"$78,070",23.73,$1.04,thanh pho ho chi minh,vietnam
"Bán gấp CH Phú Gia SHR giá 1,780 tỷ bao hết -Có NT",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,78 tỷ",1.78,4,1780,"$78,070",23.73,$1.04,thanh pho ho chi minh,vietnam
"Căn góc 1,8 tỷ (bao hết) có thương lượng - SHR",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,8 tỷ",1.8,3,1800,"$78,947",24,$1.05,thanh pho ho chi minh,vietnam
"Căn góc 75m2 CÓ SỔ, bao thuế phí, Vay 70%, Tặng NT",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,8 tỷ",1.8,3,1800,"$78,947",24,$1.05,thanh pho ho chi minh,vietnam
"Tặng nội thất - đã có sổ - 75m2 Giá 1,820 tỷ có TL",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,82 tỷ",1.82,4,1820,"$79,825",24.27,$1.06,thanh pho ho chi minh,vietnam
"Căn 75m² ĐÃ CÓ SỔ, có nội thất, giá 1.820 tỷ (TL)",Nha Be,75 m² - 2 PN,75 m²,2 PN,75,"1,82 tỷ",1.82,4,1820,"$79,825",24.27,$1.06,thanh pho ho chi minh,vietnam
"CH 76m2 (2PN,2WC) 1,680 tỷ bao hết. Vay đến 70%",Nha Be,76 m² - 2 PN,76 m²,2 PN,76,"1,68 tỷ",1.68,4,1680,"$73,684",22.11,$0.97,thanh pho ho chi minh,vietnam
"Bán căn 76m² giá 1.680 tỷ,bao thuế phí, mua ở liền",Nha Be,76 m² - 2 PN,76 m²,2 PN,76,"1,68 tỷ",1.68,4,1680,"$73,684",22.11,$0.97,thanh pho ho chi minh,vietnam
"Căn hộ 2PN Orchid Park 76m2 giá 1,750 tỷ đã có sổ",Nha Be,76 m² - 2 PN,76 m²,2 PN,76,"1,75 tỷ",1.75,4,1750,"$76,754",23.03,$1.01,thanh pho ho chi minh,vietnam
Cần chuyển nhượng căn hộ SaigonSouth 2PN View Bắc,Nha Be,76 m² - 2 PN,76 m²,2 PN,76,"3,43 tỷ",3.43,4,3430,"$150,439",45.13,$1.98,thanh pho ho chi minh,vietnam
Chung cư Saigon South Residences 76m² 2 PN,Nha Be,76 m² - 2 PN,76 m²,2 PN,76,"3,6 tỷ",3.6,3,3600,"$157,895",47.37,$2.08,thanh pho ho chi minh,vietnam
"Cần bán căn hộ ở liền 77m2 giá 1,680 tỷ bao hết",Nha Be,77 m² - 2 PN,77 m²,2 PN,77,"1,68 tỷ",1.68,4,1680,"$73,684",21.82,$0.96,thanh pho ho chi minh,vietnam
BÁN DỰ ÁN CELESTA;HEIGHTS,Nha Be,82 m² - 2 PN,82 m²,2 PN,82,"4,5 tỷ",4.5,3,4500,"$197,368",54.88,$2.41,thanh pho ho chi minh,vietnam
Chung cư The Park Residence 84m² 2PN,Nha Be,84 m² - 2 PN,84 m²,2 PN,84,"2,2 tỷ",2.2,3,2200,"$96,491",26.19,$1.15,thanh pho ho chi minh,vietnam
"Bán căn hộ Dragon Hill 1, view PMH",Nha Be,84 m² - 2 PN,84 m²,2 PN,84,"2,95 tỷ",2.95,4,2950,"$129,386",35.12,$1.54,thanh pho ho chi minh,vietnam
Căn góc view công viên 2PN - $ 2 tỷ 2 TL Chính chủ,Nha Be,85 m² - 2 PN,85 m²,2 PN,85,"2,2 tỷ",2.2,3,2200,"$96,491",25.88,$1.14,thanh pho ho chi minh,vietnam
"BÁN GẤP 2PHÒNG 88M2,GIÁ:2TỶ450,VIEW THOÁNG MÁT",Nha Be,88 m² - 2 PN,88 m²,2 PN,88,"2,45 tỷ",2.45,4,2450,"$107,456",27.84,$1.22,thanh pho ho chi minh,vietnam
Chung cư Phú Hoàng Anh 88m² 2 PN. NT đẹp,Nha Be,88 m² - 2 PN,88 m²,2 PN,88,"2,75 tỷ",2.75,4,2750,"$120,614",31.25,$1.37,thanh pho ho chi minh,vietnam
HÀNG THẬT 100%: 2PN view Đông Nam Cực mát chỉ 2ty3,Nha Be,100 m² - 2 PN,100 m²,2 PN,100,"2,3 tỷ",2.3,3,2300,"$100,877",23,$1.01,thanh pho ho chi minh,vietnam
Chung cư cao cấp Sunrise Riverside 83m² 3PN,Nha Be,83 m² - 3 PN,83 m²,3 PN,83,"2,8 tỷ",2.8,3,2800,"$122,807",33.73,$1.48,thanh pho ho chi minh,vietnam
"Bán gấp CH Sunrise Riverside 83m² 3PN 2WC 3,4 tỷ",Nha Be,83 m² - 3 PN,83 m²,3 PN,83,"3,4 tỷ",3.4,3,3400,"$149,123",40.96,$1.80,thanh pho ho chi minh,vietnam
"Để bằng giá hợp đồng, tặng toàn bộ nội thất",Nha Be,83 m² - 3 PN,83 m²,3 PN,83,"3,45 tỷ",3.45,4,3450,"$151,316",41.57,$1.82,thanh pho ho chi minh,vietnam
Giỏ hàng Goldora Plaza nhiều ưu đãi hấp dẫn,Nha Be,84 m² - 3 PN,84 m²,3 PN,84,"2,4 tỷ",2.4,3,2400,"$105,263",28.57,$1.25,thanh pho ho chi minh,vietnam
Căn hộ 3PN Sunrise Riverside giá bằng căn 2PN,Nha Be,84 m² - 3 PN,84 m²,3 PN,84,"3,25 tỷ",3.25,4,3250,"$142,544",38.69,$1.70,thanh pho ho chi minh,vietnam
"SaiGon South Residence 3pn thô bán 3,7ty btp",Nha Be,95 m² - 3 PN,95 m²,3 PN,95,"3,7 tỷ",3.7,3,3700,"$162,281",38.95,$1.71,thanh pho ho chi minh,vietnam
Bán Saigon South Residences 100.35m² giá 3.75 tỷ,Nha Be,100.35 m² - 3 PN,100.35 m²,3 PN,100,"3,75 tỷ",3.75,4,3750,"$164,474",37.37,$1.64,thanh pho ho chi minh,vietnam
Cần bán căn hộ chung cư Sunrise Riverside,Nha Be,104 m² - 3 PN,104 m²,3 PN,104,"4,8 tỷ",4.8,3,4800,"$210,526",46.15,$2.02,thanh pho ho chi minh,vietnam
"CH The Park Residences 3PN-2WC, 106m2 giá 2,350 tỷ",Nha Be,106 m² - 3 PN,106 m²,3 PN,106,"2,35 tỷ",2.35,4,2350,"$103,070",22.17,$0.97,thanh pho ho chi minh,vietnam
CC Hoàng Anh An Tiến ( Gold House ) 110m2 3PN,Nha Be,110 m² - 3 PN,110 m²,3 PN,110,"2,55 tỷ",2.55,4,2550,"$111,842",23.18,$1.02,thanh pho ho chi minh,vietnam
CC An Tiến căn góc như hình 2.6 tỷ đầy đủ nội thât,Nha Be,121 m² - 3 PN,121 m²,3 PN,121,"2,6 tỷ",2.6,3,2600,"$114,035",21.49,$0.94,thanh pho ho chi minh,vietnam
Bán Cao Ốc Phú Hoàng Anh Giá Rẻ 2tỷ8 Tặng Nội Thât,Nha Be,129 m² - 3 PN,129 m²,3 PN,129,"2,8 tỷ",2.8,3,2800,"$122,807",21.71,$0.95,thanh pho ho chi minh,vietnam
"BÁN GẤP CHUNG CƯ PHA GIÁ RẺ:2TỶ9,3PN 129M2",Nha Be,129 m² - 3 PN,129 m²,3 PN,129,"2,9 tỷ",2.9,3,2900,"$127,193",22.48,$0.99,thanh pho ho chi minh,vietnam
Bán CH Phú Hoàng Anh 3pn ngủ tặng hết nội thất đẹp,Nha Be,129 m² - 3 PN,129 m²,3 PN,129,"2,9 tỷ",2.9,3,2900,"$127,193",22.48,$0.99,thanh pho ho chi minh,vietnam
Chung cư Hoàng Anh Gold House Thông tầng,Nha Be,192 m² - 3 PN,192 m²,3 PN,192,"3,7 tỷ",3.7,3,3700,"$162,281",19.27,$0.85,thanh pho ho chi minh,vietnam
Duplex Phú Hoàng Anh 220m² 4 PN nội thất cao cấp,Nha Be,220 m² - 4 PN,220 m²,4 PN,220,"4,3 tỷ",4.3,3,4300,"$188,596",19.55,$0.86,thanh pho ho chi minh,vietnam
"BÁN DUPLEX PHA,GIÁ 4TỶ3,NHÀ DECOR HIỆN ĐẠI",Nha Be,240 m² - 4 PN,240 m²,4 PN,240,"4,3 tỷ",4.3,3,4300,"$188,596",17.92,$0.79,thanh pho ho chi minh,vietnam
"Duplex New Saigon-HAGL3 242m² 5 PN,nhà đẹp đã deco",Nha Be,242 m² - 5 PN,242 m²,5 PN,242,"3,9 tỷ",3.9,3,3900,"$171,053",16.12,$0.71,thanh pho ho chi minh,vietnam
Bán Gấp Duplex(Nhà Thô)Giá Tốt:3tỷ350 260m2,Nha Be,260 m² - 5 PN,260 m²,5 PN,260,"3,35 tỷ",3.35,4,3350,"$146,930",12.88,$0.57,thanh pho ho chi minh,vietnam
Tài chính bé có ngay hộ khẩu Bến Nghé,District 1,12 m² - 1 PN,12 m²,1 PN,12,"2,9 tỷ",2.9,3,2900,"$127,193",241.67,$10.60,thanh pho ho chi minh,vietnam
Chung cư chung cư 1A - 1B Nguyễn Đình Chiểu 36m²,District 1,36 m² - 1 PN,36 m²,1 PN,36,"2,1 tỷ",2.1,3,2100,"$92,105",58.33,$2.56,thanh pho ho chi minh,vietnam
"Chung cư 1A-1B Nguyễn Đình Chiểu, P. Đakao, Q1",District 1,36 m² - 1 PN,36 m²,1 PN,36,"2,05 tỷ",2.5,3,2500,"$109,649",69.44,$3.05,thanh pho ho chi minh,vietnam
Căn hộ 5 sao MARRIOTT ngay ga metro Bason.,District 1,41 m² - 1 PN,41 m²,1 PN,41,"6,789 tỷ",6.789,5,6789,"$297,763",165.59,$7.26,thanh pho ho chi minh,vietnam
"CĂN HỘ NHẬT SHR VIEW BIỂN, TT 280TR NHẬN NHÀ.",District 1,45 m² - 1 PN,45 m²,1 PN,45,280 triệu,280,4,280,"$12,281",6.22,$0.27,thanh pho ho chi minh,vietnam
Bán Gấp Chung Cư 44B Trần Quang Khải District 1.,District 1,45 m² - 1 PN,45 m²,1 PN,45,"2,5 tỷ",2.5,3,2500,"$109,649",55.56,$2.44,thanh pho ho chi minh,vietnam
Căn hộ Vinhomes  BaSon Q1 Giá Rẻ Mùa Covid,District 1,49 m² - 1 PN,49 m²,1 PN,49,"7,888921 tỷ",7.888,5,7888,"$345,965",160.98,$7.06,thanh pho ho chi minh,vietnam
"Căn Hộ hàng hiệu Marriott, Grand Marina Saigon",District 1,63 m² - 1 PN,63 m²,1 PN,63,22 tỷ,22,3,22000,"$964,912",349.21,$15.32,thanh pho ho chi minh,vietnam
Chung cư Cống quỳnh Q1 56m² 2 PN,District 1,56 m² - 2 PN,56 m²,2 PN,56,"2,6 tỷ",2.6,3,2600,"$114,035",46.43,$2.04,thanh pho ho chi minh,vietnam
Căn hộ Quận Nhứt,District 1,60 m² - 2 PN,60 m²,2 PN,60,"3,8 tỷ",3.8,3,3800,"$166,667",63.33,$2.78,thanh pho ho chi minh,vietnam
"Chính chủ bán chung cư mặt tiền THĐ, Q1 đã có SỔ",District 1,60 m² - 2 PN,60 m²,2 PN,60,"4,2 tỷ",4.2,3,4200,"$184,211",70,$3.07,thanh pho ho chi minh,vietnam
Bán giá gốc căn hộ cao cấp mặt tiền Q1,District 1,73.87 m² - 2 PN,73.87 m²,2 PN,74,"14,2 tỷ",14.2,4,14200,"$622,807",192.23,$8.43,thanh pho ho chi minh,vietnam
Dự Án TAKASHI QUY NHƠN,District 1,74 m² - 2 PN,74 m²,2 PN,74,"1,39 tỷ",1.39,4,1390,"$60,965",18.78,$0.82,thanh pho ho chi minh,vietnam
Officetel Vinhomes Golden River BaSon 74m² 2PN,District 1,74 m² - 2 PN,74 m²,2 PN,74,"8,8 tỷ",8.8,3,8800,"$385,965",118.92,$5.22,thanh pho ho chi minh,vietnam
Chính chủ Bán Căn hộ Central Garden chỉ với 825 Tr,District 1,83 m² - 2 PN,83 m²,2 PN,83,825 triệu,825,4,825,"$36,184",9.94,$0.44,thanh pho ho chi minh,vietnam
"Bán căn hộ tấng 3 Mai Thị Lựu, Q.1 - 120m2 3,9 tỷ",District 1,120 m² - 2 PN,120 m²,2 PN,120,"3,9 tỷ",3.9,3,3900,"$171,053",32.5,$1.43,thanh pho ho chi minh,vietnam
Chính Chủ Xuất Cảnh Bán Gấp Căn Hộ District 1.,District 1,90 m² - 3 PN,90 m²,3 PN,90,"4,26 tỷ",4.26,4,4260,"$186,842",47.33,$2.08,thanh pho ho chi minh,vietnam
Bán căn hộ Vinhomes BaSon 99m² 3PN SHVViễn Full NT,District 1,99 m² - 3 PN,99 m²,3 PN,99,15 tỷ,15,3,15000,"$657,895",151.52,$6.65,thanh pho ho chi minh,vietnam
Chung cư The MarQ 144m² giá ưu đãi tặng xe sang,District 1,144 m² - 4 PN,144 m²,4 PN,144,"25,97535 tỷ",2.597,5,2597,"$113,904",18.03,$0.79,thanh pho ho chi minh,vietnam
Officetel Charmington 31m² full nôi thất 1ty400,District 10,31 m² - 1 PN,31 m²,1 PN,31,"1,4 tỷ",1.4,3,1400,"$61,404",45.16,$1.98,thanh pho ho chi minh,vietnam
Officetel charmington lapointe District 10 45m² 1PN,District 10,45 m² - 1 PN,45 m²,1 PN,45,"1,95 tỷ",1.95,4,1950,"$85,526",43.33,$1.90,thanh pho ho chi minh,vietnam
"🌺 Bán Gấp Căn Hộ 1PN+1WC KINGDOM 101, Giá Hạt Dẻ",District 10,49 m² - 1 PN,49 m²,1 PN,49,"3,8 tỷ",3.8,3,3800,"$166,667",77.55,$3.40,thanh pho ho chi minh,vietnam
280tr nhận ngay CH 1pn 50m2 Sở hữu vĩnh viễn,District 10,50 m² - 1 PN,50 m²,1 PN,50,280 triệu,280,4,280,"$12,281",5.6,$0.25,thanh pho ho chi minh,vietnam
"Căn Hộ 1PN 52,4m2, Đã Có SHR, ngay CV Lê Thị Riêng",District 10,52 m² - 1 PN,52 m²,1 PN,52,"2,2 tỷ",2.2,3,2200,"$96,491",42.31,$1.86,thanh pho ho chi minh,vietnam
Căn hộ chung cư 1PN Hà Đô Quận10 nhà mới view đẹp,District 10,53 m² - 1 PN,53 m²,1 PN,53,"4,3 tỷ",4.3,3,4300,"$188,596",81.13,$3.56,thanh pho ho chi minh,vietnam
Cần bán căn hộ Hado Centrosa Garden,District 10,61 m² - 1 PN,61 m²,1 PN,61,"5,25 tỷ",5.25,4,5250,"$230,263",86.07,$3.77,thanh pho ho chi minh,vietnam
"🌻 Bán Nhanh Căn Hộ 2PN+2WC KINGDOM 101,Giá Hạt Dẻ",District 10,72 m² - 2 PN,72 m²,2 PN,72,"4,78 tỷ",4.78,4,4780,"$209,649",66.39,$2.91,thanh pho ho chi minh,vietnam
Căn hộ cao cấp Kingdom 101 - 2PN giá tốt,District 10,72 m² - 2 PN,72 m²,2 PN,72,"5,3 tỷ",5.3,3,5300,"$232,456",73.61,$3.23,thanh pho ho chi minh,vietnam
"Chính chủ bán CH KINGDOM101 72m2, view đẹp giá đẹp",District 10,72 m² - 2 PN,72 m²,2 PN,72,"5,75 tỷ",5.75,4,5750,"$252,193",79.86,$3.50,thanh pho ho chi minh,vietnam
"Giá mùa dịch-bán 2PN Kingdom101-Q10, 73m2, 4.8tỷ",District 10,73 m² - 2 PN,73 m²,2 PN,73,"4,8 tỷ",4.8,3,4800,"$210,526",65.75,$2.88,thanh pho ho chi minh,vietnam
"Chung cư Kingdom 101 73m² , 5 tỷ 6",District 10,73 m² - 2 PN,73 m²,2 PN,73,"5,6 tỷ",5.6,3,5600,"$245,614",76.71,$3.36,thanh pho ho chi minh,vietnam
Căn Hộ cao cấp Xi Grand Court 75m² 2PN full NT,District 10,75 m² - 2 PN,75 m²,2 PN,75,"4,95 tỷ",4.95,4,4950,"$217,105",66,$2.89,thanh pho ho chi minh,vietnam
